Year,DOY,Month,Day,Input_AirTemp_max_C,Input_AirTemp_min_C,Input_PPT_mm,Sim_SWE_mm,Sim_Hoh_MJm.2,Sim_Hgt_MJm.2,Sim_Infiltration_mm,Sim_DiffuseRecharge_mm,Sim_ET_mm,Sim_T_mm,Sim_E_mm,Sim_E_Snowloss_mm,Sim_E_Baresoil_mm,Sim_E_InterceptedCanopy_mm,Sim_E_SurfaceWater_mm,Sim_SurfaceTemp_C_min,Sim_SurfaceTemp_C_avg,Sim_SurfaceTemp_C_max,Sim_SoilTemp_C_min_005_cm,Sim_SoilTemp_C_min_010_cm,Sim_SoilTemp_C_min_015_cm,Sim_SoilTemp_C_min_020_cm,Sim_SoilTemp_C_min_025_cm,Sim_SoilTemp_C_min_030_cm,Sim_SoilTemp_C_min_040_cm,Sim_SoilTemp_C_min_050_cm,Sim_SoilTemp_C_min_060_cm,Sim_SoilTemp_C_avg_005_cm,Sim_SoilTemp_C_avg_010_cm,Sim_SoilTemp_C_avg_015_cm,Sim_SoilTemp_C_avg_020_cm,Sim_SoilTemp_C_avg_025_cm,Sim_SoilTemp_C_avg_030_cm,Sim_SoilTemp_C_avg_040_cm,Sim_SoilTemp_C_avg_050_cm,Sim_SoilTemp_C_avg_060_cm,Sim_SoilTemp_C_max_005_cm,Sim_SoilTemp_C_max_010_cm,Sim_SoilTemp_C_max_015_cm,Sim_SoilTemp_C_max_020_cm,Sim_SoilTemp_C_max_025_cm,Sim_SoilTemp_C_max_030_cm,Sim_SoilTemp_C_max_040_cm,Sim_SoilTemp_C_max_050_cm,Sim_SoilTemp_C_max_060_cm,Sim_VWC_000to005_cm,Sim_VWC_005to010_cm,Sim_VWC_010to015_cm,Sim_VWC_015to020_cm,Sim_VWC_020to025_cm,Sim_VWC_025to030_cm,Sim_VWC_030to040_cm,Sim_VWC_040to050_cm,Sim_VWC_050to060_cm,Sim_SWP_MPa_000to005_cm,Sim_SWP_MPa_005to010_cm,Sim_SWP_MPa_010to015_cm,Sim_SWP_MPa_015to020_cm,Sim_SWP_MPa_020to025_cm,Sim_SWP_MPa_025to030_cm,Sim_SWP_MPa_030to040_cm,Sim_SWP_MPa_040to050_cm,Sim_SWP_MPa_050to060_cm,Date,Obs_VWC_5cm,Obs_VWC_10cm,Obs_VWC_20cm,Obs_VWC_30cm,Obs_VWC_50cm,Obs_VWC_60cm,P
2008,11,1,11,-0.38,-11.26,2.8,13.24687718,17.17249682,6.128542657,0,0.012006097,0.444022216,0.147944415,0.296077801,0.296077801,0,0,0,-3.399064287,-3.399064287,-3.399064287,-3.291676335,-3.184288383,-3.07690043,-2.946540118,-2.816179806,-2.685819494,-2.403398312,-2.1202573,-1.834236969,-3.291676335,-3.184288383,-3.07690043,-2.946540118,-2.816179806,-2.685819494,-2.403398312,-2.1202573,-1.834236969,-3.291676335,-3.184288383,-3.07690043,-2.946540118,-2.816179806,-2.685819494,-2.403398312,-2.1202573,-1.834236969,0.112506307,0.118685574,0.119163564,0.119202399,0.119219943,0.119234442,0.239461958,0.239326409,0.239337548,-2.17645211,-1.715410159,-1.684498488,-1.682013998,-1.680892926,-1.679967087,-1.6080743,-1.613346559,-1.612912683,1/11/2008,0.072088889,NA,0.254033333,NA,0.258411111,NA,2.8
2008,12,1,12,-1.76,-13.02,2.1,15.06922011,17.27548997,6.154985442,0,0.011933531,0.416091809,0.138434749,0.27765706,0.27765706,0,0,0,-3.715873085,-3.715873085,-3.715873085,-3.540007998,-3.364142911,-3.188277824,-3.031124651,-2.873971478,-2.716818305,-2.420666231,-2.127801489,-1.848086082,-3.540007998,-3.364142911,-3.188277824,-3.031124651,-2.873971478,-2.716818305,-2.420666231,-2.127801489,-1.848086082,-3.540007998,-3.364142911,-3.188277824,-3.031124651,-2.873971478,-2.716818305,-2.420666231,-2.127801489,-1.848086082,0.112277146,0.118399343,0.118911459,0.118954437,0.118972994,0.118988243,0.239219411,0.239072823,0.239084301,-2.195989484,-1.734218338,-1.700725309,-1.697946949,-1.696748805,-1.695764988,-1.617520106,-1.62325493,-1.622805145,1/12/2008,0.0681,NA,0.2548,NA,0.257577778,NA,2.1
2008,13,1,13,-2.17,-14.89,1,15.80396429,17.38300497,6.177759221,0,0.011864509,0.397405,0.132149175,0.265255826,0.265255826,0,0,0,-3.952364831,-3.952364831,-3.952364831,-3.743657374,-3.534949916,-3.326242459,-3.146759077,-2.967275695,-2.787792312,-2.468029919,-2.155627091,-1.872662519,-3.743657374,-3.534949916,-3.326242459,-3.146759077,-2.967275695,-2.787792312,-2.468029919,-2.155627091,-1.872662519,-3.743657374,-3.534949916,-3.326242459,-3.146759077,-2.967275695,-2.787792312,-2.468029919,-2.155627091,-1.872662519,0.112049962,0.118125619,0.118670938,0.11871814,0.118737657,0.118753594,0.238987823,0.238830349,0.238842082,-2.215548932,-1.752416524,-1.716366424,-1.713284512,-1.71201192,-1.710973566,-1.626589278,-1.632784176,-1.632321832,1/13/2008,0.06225,NA,0.253166667,NA,0.255535714,NA,1
2008,14,1,14,-0.69,-13.08,0.7,16.2130517,17.49499078,6.174456714,0,0.011789142,0.435787989,0.144875399,0.29091259,0.29091259,0,0,0,-3.563179126,-3.563179126,-3.563179126,-3.439686855,-3.316194584,-3.192702314,-3.049456304,-2.906210294,-2.762964283,-2.468324503,-2.17629862,-1.894728327,-3.439686855,-3.316194584,-3.192702314,-3.049456304,-2.906210294,-2.762964283,-2.468324503,-2.17629862,-1.894728327,-3.439686855,-3.316194584,-3.192702314,-3.049456304,-2.906210294,-2.762964283,-2.468324503,-2.17629862,-1.894728327,0.111823598,0.117830942,0.118407942,0.118459542,0.118480088,0.118496757,0.238731972,0.23856407,0.238576087,-2.235228439,-1.772242237,-1.733650025,-1.730243936,-1.728889778,-1.727792029,-1.636665869,-1.643311449,-1.642834943,1/14/2008,0.058722222,NA,0.250733333,NA,0.256,NA,0.7
2008,15,1,15,1.87,-12.25,0,15.89433221,17.61139399,6.170746411,0,0.011706929,0.477521331,0.158801837,0.318719494,0.318719494,0,0,0,-3.185787871,-3.185787871,-3.185787871,-3.120423389,-3.055058907,-2.989694425,-2.88480237,-2.779910316,-2.675018261,-2.423936336,-2.16947848,-1.901516903,-3.120423389,-3.055058907,-2.989694425,-2.88480237,-2.779910316,-2.675018261,-2.423936336,-2.16947848,-1.901516903,-3.120423389,-3.055058907,-2.989694425,-2.88480237,-2.779910316,-2.675018261,-2.423936336,-2.16947848,-1.901516903,0.111597758,0.117513407,0.11812039,0.118176583,0.118198262,0.118215737,0.238449549,0.238271747,0.238284112,-2.255054168,-1.793881841,-1.752766172,-1.749012386,-1.747566584,-1.74640212,-1.647859227,-1.654944117,-1.654450461,1/15/2008,0.0575,NA,0.246404762,NA,0.256,NA,0
2008,16,1,16,-5.17,-20.17,0,15.67287869,17.73215878,6.32187809,0,0.011650008,0.331826948,0.110373429,0.221453519,0.221453519,0,0,0,-4.907410822,-4.907410822,-4.907410822,-4.513054686,-4.11869855,-3.724342414,-3.465811515,-3.207280616,-2.948749717,-2.57456642,-2.219002018,-1.937913194,-4.513054686,-4.11869855,-3.724342414,-3.465811515,-3.207280616,-2.948749717,-2.57456642,-2.219002018,-1.937913194,-4.513054686,-4.11869855,-3.724342414,-3.465811515,-3.207280616,-2.948749717,-2.57456642,-2.219002018,-1.937913194,0.111375962,0.117281682,0.117919439,0.117980142,0.118002705,0.118020751,0.238256647,0.238068417,0.238080838,-2.274713335,-1.809856656,-1.766262477,-1.762173563,-1.760656358,-1.759443959,-1.65554718,-1.663082442,-1.66258418,1/16/2008,0.056577778,NA,0.242133333,NA,0.254966667,NA,0
2008,17,1,17,-7.36,-22.8,0,15.47690752,17.857227,6.423167439,0,0.011599776,0.293677273,0.097706103,0.19597117,0.19597117,0,0,0,-5.473737056,-5.473737056,-5.473737056,-5.047658079,-4.621579102,-4.195500125,-3.88014421,-3.564788295,-3.249432379,-2.781153031,-2.341916698,-2.01885243,-5.047658079,-4.621579102,-4.195500125,-3.88014421,-3.564788295,-3.249432379,-2.781153031,-2.341916698,-2.01885243,-5.047658079,-4.621579102,-4.195500125,-3.88014421,-3.564788295,-3.249432379,-2.781153031,-2.341916698,-2.01885243,0.111156229,0.117072649,0.117741098,0.117806394,0.117829794,0.11784835,0.238086951,0.237888297,0.237900679,-2.294375705,-1.824401125,-1.778335831,-1.7739049,-1.772319969,-1.771064234,-1.662339014,-1.670324213,-1.669825406,1/17/2008,0.049797619,NA,0.237392857,NA,0.254333333,NA,0
2008,18,1,18,-7.15,-18.43,0,15.24822355,17.98653817,6.491065273,0,0.011541334,0.34273879,0.114054826,0.228683965,0.228683965,0,0,0,-4.959388493,-4.959388493,-4.959388493,-4.684732004,-4.410075514,-4.135419024,-3.873429618,-3.611440212,-3.349450806,-2.893203662,-2.457932846,-2.106567346,-4.684732004,-4.410075514,-4.135419024,-3.873429618,-3.611440212,-3.349450806,-2.893203662,-2.457932846,-2.106567346,-4.684732004,-4.410075514,-4.135419024,-3.873429618,-3.611440212,-3.349450806,-2.893203662,-2.457932846,-2.106567346,0.110936926,0.116835879,0.117533778,0.117603856,0.117628205,0.117647351,0.237886322,0.237677744,0.237690158,-2.314186154,-1.841030734,-1.792484955,-1.787688507,-1.786025256,-1.784718584,-1.670403767,-1.678828274,-1.678325734,1/18/2008,0.047388889,NA,0.226233333,NA,0.256455556,NA,0
2008,19,1,19,-0.5,-18.78,0,14.97104636,18.12002953,6.550594826,0,0.011470763,0.415462192,0.138284997,0.277177195,0.277177195,0,0,0,-4.242556009,-4.242556009,-4.242556009,-4.10565672,-3.968757431,-3.831858142,-3.648194711,-3.464531281,-3.280867851,-2.894874325,-2.516268957,-2.167216219,-4.10565672,-3.968757431,-3.831858142,-3.648194711,-3.464531281,-3.280867851,-2.894874325,-2.516268957,-2.167216219,-4.10565672,-3.968757431,-3.831858142,-3.648194711,-3.464531281,-3.280867851,-2.894874325,-2.516268957,-2.167216219,0.110717587,0.116558151,0.117283653,0.117358699,0.117384151,0.117404006,0.237639876,0.237422051,0.237434614,-2.33418818,-1.860749517,-1.809720156,-1.80452998,-1.80277342,-1.801404476,-1.680362192,-1.689212093,-1.688700423,1/19/2008,0.044833333,NA,0.197238095,NA,0.25447619,NA,0
2008,20,1,20,0.84,-10.79,0,14.61545208,18.25763606,6.590099341,0,0.011380665,0.533054136,0.17745986,0.355594276,0.355594276,0,0,0,-3.165296567,-3.165296567,-3.165296567,-3.199092466,-3.232888366,-3.266684266,-3.190766785,-3.114849303,-3.038931822,-2.772718838,-2.496467809,-2.180064605,-3.199092466,-3.232888366,-3.266684266,-3.190766785,-3.114849303,-3.038931822,-2.772718838,-2.496467809,-2.180064605,-3.199092466,-3.232888366,-3.266684266,-3.190766785,-3.114849303,-3.038931822,-2.772718838,-2.496467809,-2.180064605,0.110497329,0.116214332,0.11696453,0.117044737,0.117071525,0.117092277,0.237319373,0.237093298,0.237106223,-2.354465669,-1.885482655,-1.831974402,-1.826352988,-1.824479715,-1.823029982,-1.693399367,-1.702654485,-1.702124068,1/20/2008,0.046077778,NA,0.158033333,NA,0.2535,NA,0
2008,21,1,21,0.26,-11.02,0,14.25936142,18.39929054,6.685960662,0,0.011290922,0.533843561,0.177752896,0.356090665,0.356090665,0,0,0,-3.26878086,-3.26878086,-3.26878086,-3.227693058,-3.186605256,-3.145517454,-3.065871349,-2.986225244,-2.906579139,-2.680349042,-2.443534719,-2.164383493,-3.227693058,-3.186605256,-3.145517454,-3.065871349,-2.986225244,-2.906579139,-2.680349042,-2.443534719,-2.164383493,-3.227693058,-3.186605256,-3.145517454,-3.065871349,-2.986225244,-2.906579139,-2.680349042,-2.443534719,-2.164383493,0.110278295,0.11587199,0.11664549,0.116730904,0.116759049,0.116780701,0.236997459,0.236763435,0.236776712,-2.374822854,-1.910468754,-1.854523502,-1.848456908,-1.84646267,-1.844930066,-1.706592775,-1.7162467,-1.715697591,1/21/2008,0.04552381,NA,0.148559524,NA,0.254202381,NA,0
2008,22,1,22,0.68,-7.87,0,13.86538439,18.5449236,6.757449852,0,0.011192205,0.590690325,0.196713295,0.39397703,0.39397703,0,0,0,-2.854192744,-2.854192744,-2.854192744,-2.86637228,-2.878551816,-2.890731352,-2.844085015,-2.797438677,-2.750792339,-2.572857686,-2.38094527,-2.133121803,-2.86637228,-2.878551816,-2.890731352,-2.844085015,-2.797438677,-2.750792339,-2.572857686,-2.38094527,-2.133121803,-2.86637228,-2.878551816,-2.890731352,-2.844085015,-2.797438677,-2.750792339,-2.572857686,-2.38094527,-2.133121803,0.110059395,0.115499215,0.116293685,0.116384379,0.116414,0.116436643,0.236638997,0.236397689,0.236411422,-2.395361228,-1.938090347,-1.879742409,-1.873205216,-1.871075611,-1.869449383,-1.721401599,-1.731440752,-1.730867922,1/22/2008,0.045355556,NA,0.145733333,NA,0.254034091,NA,0
2008,23,1,23,3.08,-8.9,0,13.45111814,18.69446374,6.843900016,0,0.011089055,0.621155674,0.206889424,0.41426625,0.41426625,0,0,0,-2.696857608,-2.696857608,-2.696857608,-2.705928434,-2.714999261,-2.724070087,-2.688605825,-2.653141563,-2.6176773,-2.471479609,-2.3106844,-2.091499121,-2.705928434,-2.714999261,-2.724070087,-2.688605825,-2.653141563,-2.6176773,-2.471479609,-2.3106844,-2.091499121,-2.705928434,-2.714999261,-2.724070087,-2.688605825,-2.653141563,-2.6176773,-2.471479609,-2.3106844,-2.091499121,0.109841089,0.115111406,0.1159248,0.116020803,0.116051969,0.116075653,0.236260347,0.236012265,0.236026508,-2.416038642,-1.96729232,-1.906590732,-1.89956313,-1.897287811,-1.895560691,-1.737179996,-1.747593788,-1.746994247,1/23/2008,0.045345238,NA,0.14402381,NA,0.253738095,NA,0
2008,24,1,24,-0.83,-3.46,0.3,13.31427072,18.8478374,6.931042041,0,0.01098103,0.654980338,0.218132926,0.436847412,0.436847412,0,0,0,-2.514984002,-2.514984002,-2.514984002,-2.532418642,-2.549853282,-2.567287922,-2.543075862,-2.518863802,-2.494651741,-2.374299502,-2.239063395,-2.044291819,-2.532418642,-2.549853282,-2.567287922,-2.543075862,-2.518863802,-2.494651741,-2.374299502,-2.239063395,-2.044291819,-2.532418642,-2.549853282,-2.567287922,-2.543075862,-2.518863802,-2.494651741,-2.374299502,-2.239063395,-2.044291819,0.109623404,0.114707041,0.115537169,0.115638465,0.115671232,0.115695996,0.235859354,0.235605014,0.23561982,-2.436853079,-1.998256712,-1.935258089,-1.92772133,-1.925290227,-1.923455167,-1.75404275,-1.764820812,-1.764191644,1/24/2008,0.047444444,NA,0.144622222,NA,0.254633333,NA,0.3
2008,25,1,25,1.67,-6.67,2.3,15.17519818,19.00496903,7.035509054,0,0.010873372,0.640932636,0.201860087,0.439072549,0.439072549,0,0,0,-2.579279021,-2.579279021,-2.579279021,-2.562403973,-2.545528925,-2.528653878,-2.493258736,-2.457863595,-2.422468453,-2.30524867,-2.176031249,-1.998823275,-2.562403973,-2.545528925,-2.528653878,-2.493258736,-2.457863595,-2.422468453,-2.30524867,-2.176031249,-1.998823275,-2.562403973,-2.545528925,-2.528653878,-2.493258736,-2.457863595,-2.422468453,-2.30524867,-2.176031249,-1.998823275,0.109407789,0.114639117,0.115152159,0.115256383,0.115290609,0.115316333,0.235455977,0.235195538,0.235210797,-2.457664238,-2.003510371,-1.964201065,-1.956319423,-1.95373874,-1.951801552,-1.771166395,-1.782308527,-1.781653855,1/25/2008,0.049666667,NA,0.145071429,NA,0.252297619,NA,2.3
2008,26,1,26,8.33,-7.78,0,14.6654886,19.16578111,7.096989846,0,0.010749482,0.742624871,0.232915293,0.509709578,0.509709578,0,0,0,-2,-2,-2,-2.076256872,-2.152513745,-2.228770617,-2.239610984,-2.250451351,-2.261291719,-2.190683181,-2.102812319,-1.945892159,-2.076256872,-2.152513745,-2.228770617,-2.239610984,-2.250451351,-2.261291719,-2.190683181,-2.102812319,-1.945892159,-2.076256872,-2.152513745,-2.228770617,-2.239610984,-2.250451351,-2.261291719,-2.190683181,-2.102812319,-1.945892159,0.109191348,0.114590468,0.114709949,0.114814503,0.114850327,0.114877157,0.234985035,0.234719521,0.234735427,-2.478751978,-2.007282461,-1.998032143,-1.989975845,-1.987223721,-1.985165247,-1.791364155,-1.802850208,-1.802160107,1/26/2008,0.048344444,NA,0.145944444,NA,0.252,NA,0
