,Date,Year,DOY,Month,Day,code_1,code_2,code_3,code_4,code_5,code_6,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,median_1,median_2,median_3,median_4,median_5,median_6,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,X2.5th_1,X2.5th_2,X2.5th_3,X2.5th_4,X2.5th_5,X2.5th_6,X97.5th_1,X97.5th_2,X97.5th_3,X97.5th_4,X97.5th_5,X97.5th_6
21,1/21/2008,2008,21,1,21,1,NA,1,NA,1,NA,0.04552381,NA,0.148559524,NA,0.254202381,NA,0.04552381,NA,0.148559524,NA,0.254202381,NA,0,NA,0,NA,0,NA,0.04552381,NA,0.148559524,NA,0.254202381,NA,0.04552381,NA,0.148559524,NA,0.254202381,NA
22,1/22/2008,2008,22,1,22,1,NA,1,NA,1,NA,0.045355556,NA,0.145733333,NA,0.254034091,NA,0.045355556,NA,0.145733333,NA,0.254034091,NA,0,NA,0,NA,0,NA,0.045355556,NA,0.145733333,NA,0.254034091,NA,0.045355556,NA,0.145733333,NA,0.254034091,NA
23,1/23/2008,2008,23,1,23,1,NA,1,NA,1,NA,0.045345238,NA,0.14402381,NA,0.253738095,NA,0.045345238,NA,0.14402381,NA,0.253738095,NA,0,NA,0,NA,0,NA,0.045345238,NA,0.14402381,NA,0.253738095,NA,0.045345238,NA,0.14402381,NA,0.253738095,NA
24,1/24/2008,2008,24,1,24,1,NA,1,NA,1,NA,0.047444444,NA,0.144622222,NA,0.254633333,NA,0.047444444,NA,0.144622222,NA,0.254633333,NA,0,NA,0,NA,0,NA,0.047444444,NA,0.144622222,NA,0.254633333,NA,0.047444444,NA,0.144622222,NA,0.254633333,NA
25,1/25/2008,2008,25,1,25,1,NA,1,NA,1,NA,0.049666667,NA,0.145071429,NA,0.252297619,NA,0.049666667,NA,0.145071429,NA,0.252297619,NA,0,NA,0,NA,0,NA,0.049666667,NA,0.145071429,NA,0.252297619,NA,0.049666667,NA,0.145071429,NA,0.252297619,NA
26,1/26/2008,2008,26,1,26,1,NA,1,NA,1,NA,0.048344444,NA,0.145944444,NA,0.252,NA,0.048344444,NA,0.145944444,NA,0.252,NA,0,NA,0,NA,0,NA,0.048344444,NA,0.145944444,NA,0.252,NA,0.048344444,NA,0.145944444,NA,0.252,NA
27,1/27/2008,2008,27,1,27,1,NA,1,NA,1,NA,0.048051282,NA,0.145525641,NA,0.252615385,NA,0.048051282,NA,0.145525641,NA,0.252615385,NA,0,NA,0,NA,0,NA,0.048051282,NA,0.145525641,NA,0.252615385,NA,0.048051282,NA,0.145525641,NA,0.252615385,NA
28,1/28/2008,2008,28,1,28,1,NA,1,NA,1,NA,0.053345238,NA,0.146464286,NA,0.252190476,NA,0.053345238,NA,0.146464286,NA,0.252190476,NA,0,NA,0,NA,0,NA,0.053345238,NA,0.146464286,NA,0.252190476,NA,0.053345238,NA,0.146464286,NA,0.252190476,NA
29,1/29/2008,2008,29,1,29,1,NA,1,NA,1,NA,0.058333333,NA,0.150144444,NA,0.252544444,NA,0.058333333,NA,0.150144444,NA,0.252544444,NA,0,NA,0,NA,0,NA,0.058333333,NA,0.150144444,NA,0.252544444,NA,0.058333333,NA,0.150144444,NA,0.252544444,NA
30,1/30/2008,2008,30,1,30,1,NA,1,NA,1,NA,0.058533333,NA,0.153566667,NA,0.251955556,NA,0.058533333,NA,0.153566667,NA,0.251955556,NA,0,NA,0,NA,0,NA,0.058533333,NA,0.153566667,NA,0.251955556,NA,0.058533333,NA,0.153566667,NA,0.251955556,NA
31,1/31/2008,2008,31,1,31,1,NA,1,NA,1,NA,0.0548,NA,0.153766667,NA,0.252233333,NA,0.0548,NA,0.153766667,NA,0.252233333,NA,0,NA,0,NA,0,NA,0.0548,NA,0.153766667,NA,0.252233333,NA,0.0548,NA,0.153766667,NA,0.252233333,NA
32,2/1/2008,2008,32,2,1,1,NA,1,NA,1,NA,0.112005556,NA,0.212477778,NA,0.32850491,NA,0.112005556,NA,0.212477778,NA,0.32850491,NA,0,NA,0,NA,0,NA,0.112005556,NA,0.212477778,NA,0.32850491,NA,0.112005556,NA,0.212477778,NA,0.32850491,NA
33,2/2/2008,2008,33,2,2,1,NA,1,NA,1,NA,0.105488095,NA,0.209908333,NA,0.328225893,NA,0.105488095,NA,0.209908333,NA,0.328225893,NA,0,NA,0,NA,0,NA,0.105488095,NA,0.209908333,NA,0.328225893,NA,0.105488095,NA,0.209908333,NA,0.328225893,NA
34,2/3/2008,2008,34,2,3,1,NA,1,NA,1,NA,0.102172328,NA,0.208776042,NA,0.249854167,NA,0.102172328,NA,0.208776042,NA,0.249854167,NA,0,NA,0,NA,0,NA,0.102172328,NA,0.208776042,NA,0.249854167,NA,0.102172328,NA,0.208776042,NA,0.249854167,NA
35,2/4/2008,2008,35,2,4,1,NA,1,NA,1,NA,0.103888889,NA,0.208089931,NA,0.327904167,NA,0.103888889,NA,0.208089931,NA,0.327904167,NA,0,NA,0,NA,0,NA,0.103888889,NA,0.208089931,NA,0.327904167,NA,0.103888889,NA,0.208089931,NA,0.327904167,NA
36,2/5/2008,2008,36,2,5,1,NA,1,NA,1,NA,0.104944949,NA,0.207916667,NA,0.327906977,NA,0.104944949,NA,0.207916667,NA,0.327906977,NA,0,NA,0,NA,0,NA,0.104944949,NA,0.207916667,NA,0.327906977,NA,0.104944949,NA,0.207916667,NA,0.327906977,NA
37,2/6/2008,2008,37,2,6,1,NA,1,NA,1,NA,0.104267929,NA,0.2073,NA,0.32705,NA,0.104267929,NA,0.2073,NA,0.32705,NA,0,NA,0,NA,0,NA,0.104267929,NA,0.2073,NA,0.32705,NA,0.104267929,NA,0.2073,NA,0.32705,NA
38,2/7/2008,2008,38,2,7,1,NA,1,NA,1,NA,0.103693182,NA,0.20675,NA,0.326222997,NA,0.103693182,NA,0.20675,NA,0.326222997,NA,0,NA,0,NA,0,NA,0.103693182,NA,0.20675,NA,0.326222997,NA,0.103693182,NA,0.20675,NA,0.326222997,NA
39,2/8/2008,2008,39,2,8,1,NA,1,NA,1,NA,0.103845238,NA,0.20610873,NA,0.32641756,NA,0.103845238,NA,0.20610873,NA,0.32641756,NA,0,NA,0,NA,0,NA,0.103845238,NA,0.20610873,NA,0.32641756,NA,0.103845238,NA,0.20610873,NA,0.32641756,NA
40,2/9/2008,2008,40,2,9,1,NA,1,NA,1,NA,0.105094444,NA,0.206272222,NA,0.325484367,NA,0.105094444,NA,0.206272222,NA,0.325484367,NA,0,NA,0,NA,0,NA,0.105094444,NA,0.206272222,NA,0.325484367,NA,0.105094444,NA,0.206272222,NA,0.325484367,NA
41,2/10/2008,2008,41,2,10,1,NA,1,NA,1,NA,0.10739881,NA,0.206568651,NA,0.324878205,NA,0.10739881,NA,0.206568651,NA,0.324878205,NA,0,NA,0,NA,0,NA,0.10739881,NA,0.206568651,NA,0.324878205,NA,0.10739881,NA,0.206568651,NA,0.324878205,NA
42,2/11/2008,2008,42,2,11,1,NA,1,NA,1,NA,0.112544444,NA,0.207911111,NA,0.324229457,NA,0.112544444,NA,0.207911111,NA,0.324229457,NA,0,NA,0,NA,0,NA,0.112544444,NA,0.207911111,NA,0.324229457,NA,0.112544444,NA,0.207911111,NA,0.324229457,NA
43,2/12/2008,2008,43,2,12,1,NA,1,NA,1,NA,0.1154,NA,0.21035,NA,0.323984394,NA,0.1154,NA,0.21035,NA,0.323984394,NA,0,NA,0,NA,0,NA,0.1154,NA,0.21035,NA,0.323984394,NA,0.1154,NA,0.21035,NA,0.323984394,NA
44,2/13/2008,2008,44,2,13,1,NA,1,NA,1,NA,0.118077778,NA,0.213572222,NA,0.322885227,NA,0.118077778,NA,0.213572222,NA,0.322885227,NA,0,NA,0,NA,0,NA,0.118077778,NA,0.213572222,NA,0.322885227,NA,0.118077778,NA,0.213572222,NA,0.322885227,NA
45,2/14/2008,2008,45,2,14,1,NA,1,NA,1,NA,0.12022619,NA,0.216941558,NA,0.322934226,NA,0.12022619,NA,0.216941558,NA,0.322934226,NA,0,NA,0,NA,0,NA,0.12022619,NA,0.216941558,NA,0.322934226,NA,0.12022619,NA,0.216941558,NA,0.322934226,NA
46,2/15/2008,2008,46,2,15,1,NA,1,NA,1,NA,0.121516667,NA,0.220616667,NA,0.322877907,NA,0.121516667,NA,0.220616667,NA,0.322877907,NA,0,NA,0,NA,0,NA,0.121516667,NA,0.220616667,NA,0.322877907,NA,0.121516667,NA,0.220616667,NA,0.322877907,NA
47,2/16/2008,2008,47,2,16,1,NA,1,NA,1,NA,0.125297619,NA,0.224732143,NA,0.321979365,NA,0.125297619,NA,0.224732143,NA,0.321979365,NA,0,NA,0,NA,0,NA,0.125297619,NA,0.224732143,NA,0.321979365,NA,0.125297619,NA,0.224732143,NA,0.321979365,NA
48,2/17/2008,2008,48,2,17,1,NA,1,NA,1,NA,0.128205556,NA,0.230033333,NA,0.321449483,NA,0.128205556,NA,0.230033333,NA,0.321449483,NA,0,NA,0,NA,0,NA,0.128205556,NA,0.230033333,NA,0.321449483,NA,0.128205556,NA,0.230033333,NA,0.321449483,NA
49,2/18/2008,2008,49,2,18,1,NA,1,NA,1,NA,0.131380952,NA,0.234661905,NA,0.321102679,NA,0.131380952,NA,0.234661905,NA,0.321102679,NA,0,NA,0,NA,0,NA,0.131380952,NA,0.234661905,NA,0.321102679,NA,0.131380952,NA,0.234661905,NA,0.321102679,NA
50,2/19/2008,2008,50,2,19,1,NA,1,NA,1,NA,0.133894444,NA,0.237944444,NA,0.320129167,NA,0.133894444,NA,0.237944444,NA,0.320129167,NA,0,NA,0,NA,0,NA,0.133894444,NA,0.237944444,NA,0.320129167,NA,0.133894444,NA,0.237944444,NA,0.320129167,NA
51,2/20/2008,2008,51,2,20,1,NA,1,NA,1,NA,0.134880952,NA,0.24252381,NA,0.320310777,NA,0.134880952,NA,0.24252381,NA,0.320310777,NA,0,NA,0,NA,0,NA,0.134880952,NA,0.24252381,NA,0.320310777,NA,0.134880952,NA,0.24252381,NA,0.320310777,NA
52,2/21/2008,2008,52,2,21,1,NA,1,NA,1,NA,0.134088889,NA,0.247057576,NA,0.320273784,NA,0.134088889,NA,0.247057576,NA,0.320273784,NA,0,NA,0,NA,0,NA,0.134088889,NA,0.247057576,NA,0.320273784,NA,0.134088889,NA,0.247057576,NA,0.320273784,NA
53,2/22/2008,2008,53,2,22,1,NA,1,NA,1,NA,0.134220238,NA,0.248324405,NA,0.320365854,NA,0.134220238,NA,0.248324405,NA,0.320365854,NA,0,NA,0,NA,0,NA,0.134220238,NA,0.248324405,NA,0.320365854,NA,0.134220238,NA,0.248324405,NA,0.320365854,NA
54,2/23/2008,2008,54,2,23,1,NA,1,NA,1,NA,0.134405556,NA,0.249305556,NA,0.319843669,NA,0.134405556,NA,0.249305556,NA,0.319843669,NA,0,NA,0,NA,0,NA,0.134405556,NA,0.249305556,NA,0.319843669,NA,0.134405556,NA,0.249305556,NA,0.319843669,NA
55,2/24/2008,2008,55,2,24,1,NA,1,NA,1,NA,0.187869048,NA,0.255044841,NA,0.319633333,NA,0.187869048,NA,0.255044841,NA,0.319633333,NA,0,NA,0,NA,0,NA,0.187869048,NA,0.255044841,NA,0.319633333,NA,0.187869048,NA,0.255044841,NA,0.319633333,NA
56,2/25/2008,2008,56,2,25,1,NA,1,NA,1,NA,0.192044444,NA,0.271093056,NA,0.319933333,NA,0.192044444,NA,0.271093056,NA,0.319933333,NA,0,NA,0,NA,0,NA,0.192044444,NA,0.271093056,NA,0.319933333,NA,0.192044444,NA,0.271093056,NA,0.319933333,NA
57,2/26/2008,2008,57,2,26,1,NA,1,NA,1,NA,0.1985,NA,0.266148413,NA,0.321830952,NA,0.1985,NA,0.266148413,NA,0.321830952,NA,0,NA,0,NA,0,NA,0.1985,NA,0.266148413,NA,0.321830952,NA,0.1985,NA,0.266148413,NA,0.321830952,NA
58,2/27/2008,2008,58,2,27,1,NA,1,NA,1,NA,0.204211111,NA,0.264583333,NA,0.321785271,NA,0.204211111,NA,0.264583333,NA,0.321785271,NA,0,NA,0,NA,0,NA,0.204211111,NA,0.264583333,NA,0.321785271,NA,0.204211111,NA,0.264583333,NA,0.321785271,NA
59,2/28/2008,2008,59,2,28,1,NA,1,NA,1,NA,0.207952381,NA,0.265213889,NA,0.321353571,NA,0.207952381,NA,0.265213889,NA,0.321353571,NA,0,NA,0,NA,0,NA,0.207952381,NA,0.265213889,NA,0.321353571,NA,0.207952381,NA,0.265213889,NA,0.321353571,NA
60,2/29/2008,2008,60,2,29,1,NA,1,NA,1,NA,0.2125,NA,0.275627778,NA,0.320570413,NA,0.2125,NA,0.275627778,NA,0.320570413,NA,0,NA,0,NA,0,NA,0.2125,NA,0.275627778,NA,0.320570413,NA,0.2125,NA,0.275627778,NA,0.320570413,NA
61,3/1/2008,2008,61,3,1,1,NA,1,NA,1,NA,0.218285714,NA,0.295436111,NA,0.320797321,NA,0.218285714,NA,0.295436111,NA,0.320797321,NA,0,NA,0,NA,0,NA,0.218285714,NA,0.295436111,NA,0.320797321,NA,0.218285714,NA,0.295436111,NA,0.320797321,NA
62,3/2/2008,2008,62,3,2,1,NA,1,NA,1,NA,0.224611111,NA,0.307164931,NA,0.323072222,NA,0.224611111,NA,0.307164931,NA,0.323072222,NA,0,NA,0,NA,0,NA,0.224611111,NA,0.307164931,NA,0.323072222,NA,0.224611111,NA,0.307164931,NA,0.323072222,NA
63,3/3/2008,2008,63,3,3,1,NA,1,NA,1,NA,0.22975,NA,0.300330952,NA,0.324461538,NA,0.22975,NA,0.300330952,NA,0.324461538,NA,0,NA,0,NA,0,NA,0.22975,NA,0.300330952,NA,0.324461538,NA,0.22975,NA,0.300330952,NA,0.324461538,NA
64,3/4/2008,2008,64,3,4,1,NA,1,NA,1,NA,0.233566667,NA,0.295822222,NA,0.324660207,NA,0.233566667,NA,0.295822222,NA,0.324660207,NA,0,NA,0,NA,0,NA,0.233566667,NA,0.295822222,NA,0.324660207,NA,0.233566667,NA,0.295822222,NA,0.324660207,NA
65,3/5/2008,2008,65,3,5,1,NA,1,NA,1,NA,0.23747619,NA,0.293303571,NA,0.325222619,NA,0.23747619,NA,0.293303571,NA,0.325222619,NA,0,NA,0,NA,0,NA,0.23747619,NA,0.293303571,NA,0.325222619,NA,0.23747619,NA,0.293303571,NA,0.325222619,NA
66,3/6/2008,2008,66,3,6,1,NA,1,NA,1,NA,0.242211111,NA,0.290620486,NA,0.326577778,NA,0.242211111,NA,0.290620486,NA,0.326577778,NA,0,NA,0,NA,0,NA,0.242211111,NA,0.290620486,NA,0.326577778,NA,0.242211111,NA,0.290620486,NA,0.326577778,NA
67,3/7/2008,2008,67,3,7,1,NA,1,NA,1,NA,0.245880952,NA,0.288030159,NA,0.328014286,NA,0.245880952,NA,0.288030159,NA,0.328014286,NA,0,NA,0,NA,0,NA,0.245880952,NA,0.288030159,NA,0.328014286,NA,0.245880952,NA,0.288030159,NA,0.328014286,NA
68,3/8/2008,2008,68,3,8,1,NA,1,NA,1,NA,0.242688889,NA,0.284977778,NA,0.329454005,NA,0.242688889,NA,0.284977778,NA,0.329454005,NA,0,NA,0,NA,0,NA,0.242688889,NA,0.284977778,NA,0.329454005,NA,0.242688889,NA,0.284977778,NA,0.329454005,NA
69,3/9/2008,2008,69,3,9,1,NA,1,NA,1,NA,0.243083333,NA,0.282495536,NA,0.329797619,NA,0.243083333,NA,0.282495536,NA,0.329797619,NA,0,NA,0,NA,0,NA,0.243083333,NA,0.282495536,NA,0.329797619,NA,0.243083333,NA,0.282495536,NA,0.329797619,NA
70,3/10/2008,2008,70,3,10,1,NA,1,NA,1,NA,0.243488889,NA,0.280722222,NA,0.330652196,NA,0.243488889,NA,0.280722222,NA,0.330652196,NA,0,NA,0,NA,0,NA,0.243488889,NA,0.280722222,NA,0.330652196,NA,0.243488889,NA,0.280722222,NA,0.330652196,NA
71,3/11/2008,2008,71,3,11,1,NA,1,NA,1,NA,0.243130952,NA,0.287562698,NA,0.330657143,NA,0.243130952,NA,0.287562698,NA,0.330657143,NA,0,NA,0,NA,0,NA,0.243130952,NA,0.287562698,NA,0.330657143,NA,0.243130952,NA,0.287562698,NA,0.330657143,NA
72,3/12/2008,2008,72,3,12,1,NA,1,NA,1,NA,0.246,NA,0.297105208,NA,0.331627778,NA,0.246,NA,0.297105208,NA,0.331627778,NA,0,NA,0,NA,0,NA,0.246,NA,0.297105208,NA,0.331627778,NA,0.246,NA,0.297105208,NA,0.331627778,NA
73,3/13/2008,2008,73,3,13,1,NA,1,NA,1,NA,0.252178571,NA,0.298308333,NA,0.337519643,NA,0.252178571,NA,0.298308333,NA,0.337519643,NA,0,NA,0,NA,0,NA,0.252178571,NA,0.298308333,NA,0.337519643,NA,0.252178571,NA,0.298308333,NA,0.337519643,NA
74,3/14/2008,2008,74,3,14,1,NA,1,NA,1,NA,0.271866667,NA,0.306855556,NA,0.342170672,NA,0.271866667,NA,0.306855556,NA,0.342170672,NA,0,NA,0,NA,0,NA,0.271866667,NA,0.306855556,NA,0.342170672,NA,0.271866667,NA,0.306855556,NA,0.342170672,NA
75,3/15/2008,2008,75,3,15,1,NA,1,NA,1,NA,0.290142857,NA,0.307450794,NA,0.343277381,NA,0.290142857,NA,0.307450794,NA,0.343277381,NA,0,NA,0,NA,0,NA,0.290142857,NA,0.307450794,NA,0.343277381,NA,0.290142857,NA,0.307450794,NA,0.343277381,NA
76,3/16/2008,2008,76,3,16,1,NA,1,NA,1,NA,0.296688889,NA,0.302688889,NA,0.345245736,NA,0.296688889,NA,0.302688889,NA,0.345245736,NA,0,NA,0,NA,0,NA,0.296688889,NA,0.302688889,NA,0.345245736,NA,0.296688889,NA,0.302688889,NA,0.345245736,NA
77,3/17/2008,2008,77,3,17,1,NA,1,NA,1,NA,0.301392857,NA,0.300853968,NA,0.346369643,NA,0.301392857,NA,0.300853968,NA,0.346369643,NA,0,NA,0,NA,0,NA,0.301392857,NA,0.300853968,NA,0.346369643,NA,0.301392857,NA,0.300853968,NA,0.346369643,NA
78,3/18/2008,2008,78,3,18,1,NA,1,NA,1,NA,0.297688889,NA,0.296366667,NA,0.345501938,NA,0.297688889,NA,0.296366667,NA,0.345501938,NA,0,NA,0,NA,0,NA,0.297688889,NA,0.296366667,NA,0.345501938,NA,0.297688889,NA,0.296366667,NA,0.345501938,NA
79,3/19/2008,2008,79,3,19,1,NA,1,NA,1,NA,0.291833333,NA,0.292113095,NA,0.346112798,NA,0.291833333,NA,0.292113095,NA,0.346112798,NA,0,NA,0,NA,0,NA,0.291833333,NA,0.292113095,NA,0.346112798,NA,0.291833333,NA,0.292113095,NA,0.346112798,NA
80,3/20/2008,2008,80,3,20,2,NA,1,NA,1,NA,0.25066859,NA,0.295333333,NA,0.2814,NA,0.250746846,NA,0.295333333,NA,0.2814,NA,0.002847437,NA,0,NA,0,NA,0.245001423,NA,0.295333333,NA,0.2814,NA,0.256098957,NA,0.295333333,NA,0.2814,NA
81,3/21/2008,2008,81,3,21,2,NA,1,NA,1,NA,0.230814048,NA,0.297035714,NA,0.281,NA,0.230879581,NA,0.297035714,NA,0.281,NA,0.002433263,NA,0,NA,0,NA,0.225951774,NA,0.297035714,NA,0.281,NA,0.235477417,NA,0.297035714,NA,0.281,NA
82,3/22/2008,2008,82,3,22,2,NA,1,NA,1,NA,0.210707867,NA,0.299822222,NA,0.280688889,NA,0.210766826,NA,0.299822222,NA,0.280688889,NA,0.002045833,NA,0,NA,0,NA,0.206640485,NA,0.299822222,NA,0.280688889,NA,0.214633676,NA,0.299822222,NA,0.280688889,NA
83,3/23/2008,2008,83,3,23,2,NA,1,NA,1,NA,0.190990924,NA,0.299928571,NA,0.28175,NA,0.191044874,NA,0.299928571,NA,0.28175,NA,0.001629599,NA,0,NA,0,NA,0.187709204,NA,0.299928571,NA,0.28175,NA,0.194104725,NA,0.299928571,NA,0.28175,NA
84,3/24/2008,2008,84,3,24,1,NA,1,NA,1,NA,0.178533333,NA,0.299511364,NA,0.281988889,NA,0.178533333,NA,0.299511364,NA,0.281988889,NA,0,NA,0,NA,0,NA,0.178533333,NA,0.299511364,NA,0.281988889,NA,0.178533333,NA,0.299511364,NA,0.281988889,NA
85,3/25/2008,2008,85,3,25,1,NA,1,NA,1,NA,0.177452381,NA,0.299785714,NA,0.281619048,NA,0.177452381,NA,0.299785714,NA,0.281619048,NA,0,NA,0,NA,0,NA,0.177452381,NA,0.299785714,NA,0.281619048,NA,0.177452381,NA,0.299785714,NA,0.281619048,NA
86,3/26/2008,2008,86,3,26,1,NA,1,NA,1,NA,0.178977778,NA,0.299877778,NA,0.281066667,NA,0.178977778,NA,0.299877778,NA,0.281066667,NA,0,NA,0,NA,0,NA,0.178977778,NA,0.299877778,NA,0.281066667,NA,0.178977778,NA,0.299877778,NA,0.281066667,NA
87,3/27/2008,2008,87,3,27,1,NA,1,NA,1,NA,0.181357143,NA,0.299714286,NA,0.280190476,NA,0.181357143,NA,0.299714286,NA,0.280190476,NA,0,NA,0,NA,0,NA,0.181357143,NA,0.299714286,NA,0.280190476,NA,0.181357143,NA,0.299714286,NA,0.280190476,NA
